procedimento,2020,total,municipio_ibge,competencia,2022,2021
0304050202 QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DA TUBA UTERINA,2.0,2,130260,2020-03,,
0304050253 QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTOMAGO (POS OPERATORIA),2.0,2,130260,2020-03,,
0304050261 POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO I (ADJUVANTE),1.0,1,130260,2020-03,,
0304050270 POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO II (ADJUVANTE),6.0,6,130260,2020-03,,
0304050288 POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO III (ADJUVANTE),11.0,11,130260,2020-03,,
0304050300 MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO II (ADJUVANTE),6.0,6,130260,2020-03,,
0304050318 MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO III (ADJUVANTE),9.0,9,130260,2020-03,,
0304050342 HORMONIOTERAPIA ADJUVANTE A RADIOTERAPIA EXTERNA DO ADENOCARCINOMA DE PROSTATA,62.0,62,130260,2020-03,,
0304060011 QUIMIOTERAPIA DA DOENCA DE HODGKIN - 1¶¦ LINHA,9.0,9,130260,2020-03,,
0304060038 QUIMIOTERAPIA DA DOENCA DE HODGKIN - 2¶¦ LINHA,3.0,3,130260,2020-03,,
0304060046 QUIMIOTERAPIA DA DOENCA DE HODGKIN - 3¶¦ LINHA,2.0,2,130260,2020-03,,
0304060070 QUIMIOTERAPIA DE LEUCEMIA AGUDA/ MIELODISPLASIA / LINFOMA DE BURKITT - 1¶¦ LINHA,11.0,11,130260,2020-03,,
0304060089 QUIMIOTERAPIA DE LEUCEMIA AGUDA/ MIELODISPLASIA/LINFOMA LINFOBLASTICO/ LINFOMA DE BURKITT - 2¶¦ LINH,3.0,3,130260,2020-03,,
0304060119 QUIMIOTERAPIA DE LINFOMA NAO HODGKIN GRAU INTERMEDIARIO OU ALTO - 2¶¦ LINHA,1.0,1,130260,2020-03,,
0304060127 QUIMIOTERAPIA DE LINFOMA NAO HODGKIN GRAU INTERMEDIARIO OU ALTO - 3¶¦ LINHA,9.0,9,130260,2020-03,,
0304060135 QUIMIOTERAPIA DE LINFOMA NAO HODGKIN DE GRAU DE MALIGNIDADE INTERMEDIARIO OU ALTO - 1¶¦ LINHA,7.0,7,130260,2020-03,,
0304060151 QUIMIOTERAPIA DE TUMOR GERMINATIVO EXTRA-GONADAL,1.0,1,130260,2020-03,,
0304060208 QUIMIOTERAPIA DE TUMOR GERMINATIVO DE TESTICULO - 1¶¦ LINHA,4.0,4,130260,2020-03,,
0304060224 QUIMIOTERAPIA DE LINFOMA DIFUSO DE GRANDES CELULAS B ¶- 1¶¦ LINHA,3.0,3,130260,2020-03,,
"0304060232 QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA, LINFOMA LINFOBLASTICO, LEUCEMIA MIELOIDE AG",11.0,11,130260,2020-03,,
0304070017 QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 1¶¦ LINHA,25.0,25,130260,2020-03,,
0304070025 QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 2¶¦ LINHA,14.0,14,130260,2020-03,,
0304070041 QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 3¶¦ LINHA,2.0,2,130260,2020-03,,
0304070050 QUIMIOTERAPIA DE ALTA DOSE DE OSTEOSSARCOMA NA INFANCIA E ADOLESCENCIA,2.0,2,130260,2020-03,,
"0304070068 QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA , LINFOMA LINFOBLASTICO, LEUCEMIA MIELOIDE A",36.0,36,130260,2020-03,,
"0304070076 QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA, LEUCEMIA MIELOIDE AGUDA E LEUCEMIA PROMIELO",31.0,31,130260,2020-03,,
0304080012 FATOR ESTIMULANTE DO CRESCIMENTO DE COLONIAS DE GRANULOCITOS / MACROFAGOS,12.0,12,130260,2020-03,,
0304080071 INIBIDOR DA OSTEOLISE,108.0,108,130260,2020-03,,
0305010093 HEMODIALISE (MAXIMO 1 SESSAO POR SEMANA - EXCEPCIONALIDADE),180.0,180,130260,2020-03,,
0305010107 HEMODIALISE (MAXIMO 3 SESSOES POR SEMANA),11919.0,11919,130260,2020-03,,
0305010115 HEMODIALISE EM PACIENTE COM SOROLOGIA POSITIVA PARA HIV E/OU HEPATITE B E/OU HEPATITE C (MAXIMO 3 S,728.0,728,130260,2020-03,,
0305010123 HEMODIALISE EM PACIENTE COM SOROLOGIA POSITIVA PARA HIV E/OU HEPATITE B E/OU HEPATITE C (EXCEPCIONAL,5.0,5,130260,2020-03,,
0305010166 MANUTENCAO E ACOMPANHAMENTO DOMICILIAR DE PACIENTE SUBMETIDO A DPA /DPAC,40.0,40,130260,2020-03,,
0305010212 IDENTIFICACAO DE PACIENTE SOB TRATAMENTO DIALITICO EM TRANSITO,1.0,1,130260,2020-03,,
0306020017 AFERESE TERAPEUTICA,37.0,37,130260,2020-03,,
0306020041 SANGRIA TERAPEUTICA,32.0,32,130260,2020-03,,
0306020068 TRANSFUSAO DE CONCENTRADO DE HEMACIAS,746.0,746,130260,2020-03,,
0306020076 TRANSFUSAO DE CONCENTRADO DE PLAQUETAS,718.0,718,130260,2020-03,,
0306020084 TRANSFUSAO DE CRIOPRECIPITADO,35.0,35,130260,2020-03,,
0306020106 TRANSFUSAO DE PLASMA FRESCO,65.0,65,130260,2020-03,,
0307010015 CAPEAMENTO PULPAR,3.0,3,130260,2020-03,,
0307010023 RESTAURACAO DE DENTE DECIDUO,41.0,41,130260,2020-03,,
0307010031 RESTAURACAO DE DENTE PERMANENTE ANTERIOR COM RESINA COMPOSTA,20.0,20,130260,2020-03,,
0307010040 RESTAURACAO DE DENTE PERMANENTE POSTERIOR,62.0,62,130260,2020-03,,
0307020010 ACESSO A POLPA DENTARIA E MEDICACAO (POR DENTE),20.0,20,130260,2020-03,,
0307020029 CURATIVO DE DEMORA C/ OU S/ PREPARO BIOMECANICO,4.0,4,130260,2020-03,,
0307020037 TRATAMENTO ENDODONTICO DE DENTE DECIDUO,1.0,1,130260,2020-03,,
0307020045 TRATAMENTO ENDODONTICO DE DENTE PERMANENTE BIRRADICULAR,19.0,19,130260,2020-03,,
0307020053 TRATAMENTO ENDODONTICO DE DENTE PERMANENTE COM TRES OU MAIS RAIZES,51.0,51,130260,2020-03,,
0307020061 TRATAMENTO ENDODONTICO DE DENTE PERMANENTE UNIRRADICULAR,40.0,40,130260,2020-03,,
0307030024 RASPAGEM ALISAMENTO SUBGENGIVAIS (POR SEXTANTE),36.0,36,130260,2020-03,,
0307030032 RASPAGEM CORONO-RADICULAR (POR SEXTANTE),102.0,102,130260,2020-03,,
0307030040 PROFILAXIA / REMOCAO DA PLACA BACTERIANA,170.0,170,130260,2020-03,,
0307030059 RASPAGEM ALISAMENTO E POLIMENTO SUPRAGENGIVAIS (POR SEXTANTE),150.0,150,130260,2020-03,,
0307040070 MOLDAGEM DENTO-GENGIVAL P/ CONSTRUCAO DE PROTESE DENTARIA,34.0,34,130260,2020-03,,
0307040119 INSTALACAO DE APARELHO ORTODONTICO/ORTOPEDICO FIXO,1.0,1,130260,2020-03,,
0307040127 MANUTENCAO/CONSERTO DE APARELHO ORTODONTICO/ORTOPEDICO,82.0,82,130260,2020-03,,
0309030013 CATETERISMO EVACUADOR DE BEXIGA,1.0,1,130260,2020-03,,
0309030048 CRIOCAUTERIZACAO / ELETROCOAGULACAO DE COLO DE UTERO,28.0,28,130260,2020-03,,
0309030102 LITOTRIPSIA EXTRACORPOREA (ONDA DE CHOQUE - TRATATAMENTO SUBSEQUENTE EM 1 REGIAO RENAL),4.0,4,130260,2020-03,,
0309030129 LITOTRIPSIA EXTRACORPOREA (ONDA DE CHOQUE PARCIAL / COMPLETA EM 1 REGIAO RENAL),160.0,160,130260,2020-03,,
0309050049 SESSAO DE AURICULOTERAPIA,278.0,278,130260,2020-03,,
0309050057 SESSAO DE MASSOTERAPIA,100.0,100,130260,2020-03,,
0401010015 CURATIVO GRAU II C/ OU S/ DEBRIDAMENTO,10523.0,10523,130260,2020-03,,
0401010023 CURATIVO GRAU I COM OU SEM DEBRIDAMENTO,189.0,189,130260,2020-03,,
0401010031 DRENAGEM DE ABSCESSO,15.0,15,130260,2020-03,,
0401010040 ELETROCOAGULACAO DE LESAO CUTANEA,72.0,72,130260,2020-03,,
0401010058 EXCISAO DE LESAO E/OU SUTURA DE FERIMENTO DA PELE ANEXOS E MUCOSA,1457.0,1457,130260,2020-03,,
0401010066 EXCISAO E/OU SUTURA SIMPLES DE PEQUENAS LESOES / FERIMENTOS DE PELE / ANEXOS E MUCOSA,31.0,31,130260,2020-03,,
0401010074 EXERESE DE TUMOR DE PELE E ANEXOS / CISTO SEBACEO / LIPOMA,89.0,89,130260,2020-03,,
0401010082 FRENECTOMIA/FRENOTOMIA,8.0,8,130260,2020-03,,
0401010090 FULGURACAO / CAUTERIZACAO QUIMICA DE LESOES CUTANEAS,1.0,1,130260,2020-03,,
0401010104 INCISAO E DRENAGEM DE ABSCESSO,136.0,136,130260,2020-03,,
0401010112 RETIRADA DE CORPO ESTRANHO SUBCUTANEO,56.0,56,130260,2020-03,,
0401010120 RETIRADA DE LESAO POR SHAVING,2.0,2,130260,2020-03,,
0401020177 CIRURGIA DE UNHA (CANTOPLASTIA),1.0,1,130260,2020-03,,
0404010270 REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL,23.0,23,130260,2020-03,,
0404010300 RETIRADA DE CORPO ESTRANHO DA CAVIDADE AUDITIVA E NASAL,5.0,5,130260,2020-03,,
0404010318 RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ,422.0,422,130260,2020-03,,
0404020038 CORRECAO CIRURGICA DE FISTULA ORO-NASAL / ORO-SINUSAL,1.0,1,130260,2020-03,,
0404020054 DRENAGEM DE ABSCESSO DA BOCA E ANEXOS,7.0,7,130260,2020-03,,
0404020089 EXCISAO DE RANULA OU FENOMENO DE RETENCAO SALIVAR,7.0,7,130260,2020-03,,
0404020097 EXCISAO E SUTURA DE LESAO NA BOCA,61.0,61,130260,2020-03,,
0404020100 EXCISAO EM CUNHA DE LABIO,1.0,1,130260,2020-03,,
0405010079 EXERESE DE CALAZIO E OUTRAS PEQUENAS LESOES DA PALPEBRA E SUPERCILIOS,2.0,2,130260,2020-03,,
0405010168 SONDAGEM DE VIAS LACRIMAIS,2.0,2,130260,2020-03,,
0405010176 SUTURA DE PALPEBRAS,1.0,1,130260,2020-03,,
0405010206 PUNCTOPLASTIA,1.0,1,130260,2020-03,,
0405030029 BIOPSIA DE TUMOR INTRA OCULAR,1.0,1,130260,2020-03,,
0405030045 FOTOCOAGULACAO A LASER,1.0,1,130260,2020-03,,
0405030053 INJECAO INTRA-VITREO,7.0,7,130260,2020-03,,
0405030134 VITRECTOMIA ANTERIOR,16.0,16,130260,2020-03,,
0405030193 PAN-FOTOCOAGULACAO DE RETINA A LASER,2.0,2,130260,2020-03,,
0405040130 INJECAO RETROBULBAR / PERIBULBAR,1.0,1,130260,2020-03,,
0405050020 CAPSULOTOMIA A YAG LASER,25.0,25,130260,2020-03,,
0405050089 EXERESE DE TUMOR DE CONJUNTIVA,2.0,2,130260,2020-03,,
0405050097 FACECTOMIA C/ IMPLANTE DE LENTE INTRA-OCULAR,3.0,3,130260,2020-03,,
0405050100 FACECTOMIA S/ IMPLANTE DE LENTE INTRA-OCULAR,1.0,1,130260,2020-03,,
0405050119 FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR RIGIDA,1.0,1,130260,2020-03,,
0405050143 IMPLANTE INTRA-ESTROMAL,1.0,1,130260,2020-03,,
0405050151 IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR - LIO,2.0,2,130260,2020-03,,
0405050216 RECOBRIMENTO CONJUNTIVAL,18.0,18,130260,2020-03,,
0405050224 RECONSTITUICAO DE FORNIX CONJUNTIVAL,41.0,41,130260,2020-03,,
0405050240 RETIRADA DE CORPO ESTRANHO DA CAMARA ANTERIOR DO OLHO,2.0,2,130260,2020-03,,
0405050259 RETIRADA DE CORPO ESTRANHO DA CORNEA,15.0,15,130260,2020-03,,
0405050321 TRABECULECTOMIA,1.0,1,130260,2020-03,,
0405050364 TRATAMENTO CIRURGICO DE PTERIGIO,141.0,141,130260,2020-03,,
0405050372 FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL,674.0,674,130260,2020-03,,
0406020140 EXCISAO E SUTURA DE LINFANGIOMA / NEVUS,7.0,7,130260,2020-03,,
0406020620 RETIRADA DE CATETER DE LONGA PERMANENCIA SEMI OU TOTALMENTE IMPLANTAVEL,1.0,1,130260,2020-03,,
0407010246 RETIRADA DE CORPO ESTRANHO DO TUBO DIGESTIVO POR ENDOSCOPIA,17.0,17,130260,2020-03,,
0407010254 RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA,1.0,1,130260,2020-03,,
0407010319 TRATAMENTO ESCLEROSANTE / LIGADURA ELASTICA DE LESAO HEMORRAGICA DO APARELHO DIGESTIVO,4.0,4,130260,2020-03,,
0407010327 TRATAMENTO ESCLEROSANTE DE LESOES NAO HEMORRAGICAS DO APARELHO DIGESTIVO INCLUINDO LIGADURA ELASTICA,8.0,8,130260,2020-03,,
0407040196 PARACENTESE ABDOMINAL,43.0,43,130260,2020-03,,
0408010134 REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO ESCAPULO-UMERAL,26.0,26,130260,2020-03,,
0408020172 REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA NO PUNHO,38.0,38,130260,2020-03,,
0408020180 REDUCAO INCRUENTA DE FRATURA / LUXACAO DE MONTEGGIA OU DE GALEAZZI,1.0,1,130260,2020-03,,
0408020199 REDUCAO INCRUENTA DE FRATURA DA DIAFISE DO UMERO,3.0,3,130260,2020-03,,
0408020202 REDUCAO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRACO,46.0,46,130260,2020-03,,
0408020229 REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO DO COTOVELO,20.0,20,130260,2020-03,,
0408050195 REDUCAO INCRUENTA DA LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTERFALANGIANA DO PE,8.0,8,130260,2020-03,,
0408050209 REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DOS METATARSIANOS,1.0,1,130260,2020-03,,
0408050217 REDUCAO INCRUENTA DE FRATURA / LUXACAO / FRATURA-LUXACAO DO TORNOZELO,4.0,4,130260,2020-03,,
0408050225 REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA DISTAL DA TIBIA C/ OU S/ FRATURA DA FIBULA,1.0,1,130260,2020-03,,
0408050250 REDUCAO INCRUENTA DE FRATURA OU LESAO FISARIA DO JOELHO,2.0,2,130260,2020-03,,
0408050268 REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO DO JOELHO,1.0,1,130260,2020-03,,
0408060042 AMPUTACAO / DESARTICULACAO DE DEDO,4.0,4,130260,2020-03,,
0408060212 RESSECCAO DE CISTO SINOVIAL,2.0,2,130260,2020-03,,
0408060352 RETIRADA DE FIO OU PINO INTRA-OSSEO,10.0,10,130260,2020-03,,
0408060654 TRATAMENTO CIRURGICO DE POLIDACTILIA NAO ARTICULADA,1.0,1,130260,2020-03,,
0409050067 PLASTICA DE FREIO BALANO-PREPUCIAL,16.0,16,130260,2020-03,,
0409060089 EXCISAO TIPO I DO COLO UTERINO,5.0,5,130260,2020-03,,
0409060097 EXERESE DE POLIPO DE UTERO,2.0,2,130260,2020-03,,
0409070165 EXTIRPACAO DE LESAO DE VULVA / PERINEO (POR ELETROCOAGULACAO OU FULGURACAO),2.0,2,130260,2020-03,,
0411020013 CURETAGEM POS-ABORTAMENTO / PUERPERAL,16.0,16,130260,2020-03,,
0412050170 TORACOCENTESE/DRENAGEM DE PLEURA,1.0,1,130260,2020-03,,
0414010370 TRATAMENTO CIRURGICO DE DENTE INCLUSO EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL,2.0,2,130260,2020-03,,
0414020057 CORRECAO DE IRREGULARIDADES DE REBORDO ALVEOLAR,19.0,19,130260,2020-03,,
0414020073 CURETAGEM PERIAPICAL,80.0,80,130260,2020-03,,
0414020120 EXODONTIA DE DENTE DECIDUO,5.0,5,130260,2020-03,,
0414020138 EXODONTIA DE DENTE PERMANENTE,4.0,4,130260,2020-03,,
0414020146 EXODONTIA MULTIPLA COM ALVEOLOPLASTIA POR SEXTANTE,12.0,12,130260,2020-03,,
0414020154 GENGIVECTOMIA (POR SEXTANTE),1.0,1,130260,2020-03,,
0414020162 GENGIVOPLASTIA (POR SEXTANTE),1.0,1,130260,2020-03,,
0414020219 ODONTOSECCAO / RADILECTOMIA / TUNELIZACAO,25.0,25,130260,2020-03,,
0414020278 REMOCAO DE DENTE RETIDO (INCLUSO / IMPACTADO),115.0,115,130260,2020-03,,
0415040043 DEBRIDAMENTO DE ULCERA / NECROSE,707.0,707,130260,2020-03,,
0417010052 ANESTESIA REGIONAL,361.0,361,130260,2020-03,,
0417010060 SEDACAO,367.0,367,130260,2020-03,,
0418010021 CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTO AUTOLOGO,2.0,2,130260,2020-03,,
0418010030 CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE,11.0,11,130260,2020-03,,
0418010048 IMPLANTE DE CATETER DE LONGA PERMANENCIA P/ HEMODIALISE,15.0,15,130260,2020-03,,
0418010064 IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE,119.0,119,130260,2020-03,,
0418010080 IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC,2.0,2,130260,2020-03,,
0418020019 INTERVENCAO EM FISTULA ARTERIO-VENOSA,1.0,1,130260,2020-03,,
0418020035 RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANENCIA,1.0,1,130260,2020-03,,
0501010017 COLETA DE SANGUE EM HEMOCENTRO P/ EXAMES DE HISTOCOMPATIBILIDADE (CADASTRO DE DOADOR NO REDOME),26.0,26,130260,2020-03,,
0501010025 IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE (POR DOADOR TIPADO),19.0,19,130260,2020-03,,
0501010033 IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE (POR DOADOR TIPADO),2.0,2,130260,2020-03,,
0501010050 IDENTIFICACAO DE DOADOR VOLUNTARIO DE CELULAS TRONCO HEMATOPOETICAS PARA CADASTRO NO REDOME (POR D,29.0,29,130260,2020-03,,
0501010068 ENTIFICACAO DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS (POR DOADOR TIPADO),1.0,1,130260,2020-03,,
0501010084 IDENTIFICACAO DE DOADOR VOLUNTARIO DE CELULAS TRONCO HEMATOPOETICA DE DOADORES CADASTRADOS NO REDOME,1.0,1,130260,2020-03,,
0501010092 CONFIRMACAO DE TIPIFICACAO DE DOADOR NAO APARENTADO DE CELULAS TRONCO HEMATOPOETICAS (POR DOADOR T,1.0,1,130260,2020-03,,
0501020012 IDENTIFICACAO DE RECEPTOR DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE,4.0,4,130260,2020-03,,
0501020039 CONFIRMACAO DE IDENTIFICACAO DE RECEPTOR DE CELULAS TRONCO HEMATOPOETICAS,1.0,1,130260,2020-03,,
0501030050 IDENTIFICACAO INTERNACIONAL DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE (POR D,1.0,1,130260,2020-03,,
"0501030077 MOBILIZACAO, COLETA E ACONDICIONAMENTO DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRA",1.0,1,130260,2020-03,,
0501040013 AUTO-PROVA CRUZADA EM RECEPTOR DE RIM (AUTO CROSS-MATCH),2.0,2,130260,2020-03,,
0501040021 IDENTIFICACAO DE DOADOR FALECIDO DE RIM / PANCREAS E RIM-PANCREAS,1.0,1,130260,2020-03,,
0501040030 IDENTIFICACAO DE DOADOR VIVO DE RIM 1A FASE (POR DOADOR TIPADO),5.0,5,130260,2020-03,,
0501040048 IDENTIFICACAO DE DOADOR VIVO DE RIM 2A FASE (POR DOADOR TIPADO),5.0,5,130260,2020-03,,
0501040064 PROVAS CRUZADAS EM RECEPTORES DE DOADORES FALECIDOS (CROSS MATCH),19.0,19,130260,2020-03,,
0501040072 PROVAS CRUZADAS EM DOADOR VIVO DE RIM (CROSS MATCH),6.0,6,130260,2020-03,,
0501050019 AVALIACAO DE REATIVIDADE DO RECEPTOR CONTRA PAINEL EM RECEPTORES HIPERSENSIBILIZADOS DE ORGAOS,60.0,60,130260,2020-03,,
0501050027 IDENTIFICACAO DE RECEPTOR DE RIM / PANCREAS E RIM-PANCREAS,10.0,10,130260,2020-03,,
0501050035 AVALIACAO DE REATIVIDADE EM RECEPTORES NAO SENSIBILIZADOS,6.0,6,130260,2020-03,,
0501050043 EXAMES DE PACIENTES EM LISTA DE ESPERA PARA TRANSPLANTES,3.0,3,130260,2020-03,,
0501070028 SOROLOGIA DE POSSIVEL DOADOR DE ORGAO OU TECIDO EXCETO CORNEA,7.0,7,130260,2020-03,,
0501070052 EXAMES PARA INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE DE FIGADO,1.0,1,130260,2020-03,,
"0501070060 EXAMES PARA INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE DE PANCREAS, PULMAO OU RIM",17.0,17,130260,2020-03,,
0501070109 EXAMES PARA INVESTIGACAO CLINICA NO DOADOR VIVO DE RIM- COMPLEMENTACAO DA 1¶¦ FASE,1.0,1,130260,2020-03,,
0501080031 DOSAGEM DE CICLOSPORINA (EM PACIENTE TRANSPLANTADO),3.0,3,130260,2020-03,,
0501080040 DOSAGEM DE SIROLIMO (EM PACIENTE TRANSPLANTADO),9.0,9,130260,2020-03,,
0501080058 DOSAGEM DE TACROLIMO (EM PACIENTE TRANSPLANTADO),98.0,98,130260,2020-03,,
0501080074 EXAMES MICROBIOLOGICOS EM PACIENTE TRANSPLANTADO,8.0,8,130260,2020-03,,
0501080090 ULTRASSONOGRAFIA DE ORGAO TRANSPLANTADO,3.0,3,130260,2020-03,,
0503010022 ACOES RELACIONADAS A DOACAO DE ORGAOS E TECIDOS REALIZADAS POR EQUIPE DE OUTRO ESTABELECIMENTO,1.0,1,130260,2020-03,,
0503030058 RETIRADA DE GLOBO OCULAR UNI / BILATERAL (P/ TRANSPLANTE),1.0,1,130260,2020-03,,
0505010097 TRANSPLANTE DE CORNEA,3.0,3,130260,2020-03,,
0506010023 ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE RIM FIGADO CORACAO PULMAO CELULAS-TRONCO HEMATOPOETICA,154.0,154,130260,2020-03,,
"0506010031 ACOMPANHAMENTO DE DOADOR VIVO POS-DOACAO DE FIGADO, PULMAO OU RIM",2.0,2,130260,2020-03,,
0506010040 ACOMPANHAMENTO DE PACIENTES NO PRE TRANSPLANTE DE ORGAOS,25.0,25,130260,2020-03,,
0604010010 MESALAZINA 400 MG (POR COMPRIMIDO),17820.0,17820,130260,2020-03,,
0604010036 MESALAZINA 800 MG - POR COMPRIMIDO¶ÿ,485.0,485,130260,2020-03,,
0604010095 SULFASSALAZINA 500 MG (POR COMPRIMIDO),4440.0,4440,130260,2020-03,,
0604020023 DEFERASIROX 250 MG (POR COMPRIMIDO)¶ÿ,30.0,30,130260,2020-03,,
0604020031 DEFERASIROX 500 MG (POR COMPRIMIDO)¶ÿ,150.0,150,130260,2020-03,,
"0604030037 CABERGOLINA 0,5 MG (POR COMPRIMIDO)",816.0,816,130260,2020-03,,
"0604030045 PRAMIPEXOL 0,125 MG (POR COMPRIMIDO)",90.0,90,130260,2020-03,,
"0604030053 PRAMIPEXOL 0,25 MG (POR COMPRIMIDO)",6645.0,6645,130260,2020-03,,
0604030061 PRAMIPEXOL 1 MG (POR COMPRIMIDO),8043.0,8043,130260,2020-03,,
0604040059 FORMOTEROL 12 MCG + BUDESONIDA 400 MCG PO INALANTE (POR FRASCO DE 60 DOSES),1077.0,1077,130260,2020-03,,
0604040067 FORMOTEROL 6 MCG + BUDESONIDA 200 MCG PO INALANTE (POR FRASCO DE 60 DOSES),518.0,518,130260,2020-03,,
0604050089 MORFINA 30 MG (POR COMPRIMIDO),110.0,110,130260,2020-03,,
0604050119 MORFINA ¶ÿDE LIBERACAO CONTROLADA 100 MG (POR CAPSULA),60.0,60,130260,2020-03,,
0604060025 COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MAIOR DE 1 ANO - FORMULA DE AMINOACIDOS ISENTA DE,29.0,29,130260,2020-03,,
0604080026 HIDROXICLOROQUINA 400 MG (POR COMPRIMIDO),3973.0,3973,130260,2020-03,,
"0604100019 DESMOPRESSINA 0,1 MG/ML APLICACAO NASAL (POR FRASCO DE 2,5 ML",124.0,124,130260,2020-03,,
"0604110022 GOSSERRELINA 10,80 MG INJETAVEL (POR SERINGA PREENCHIDA)",43.0,43,130260,2020-03,,
"0604110030 LEUPRORRELINA 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)",184.0,184,130260,2020-03,,
"0604110049 LEUPRORRELINA 11,25 MG INJETAVEL (POR FRASCO-AMPOLA)",1.0,1,130260,2020-03,,
0604130015 DONEPEZILA 5 MG (POR COMPRIMIDO),990.0,990,130260,2020-03,,
0604130023 DONEPEZILA 10 MG (POR COMPRIMIDO),2742.0,2742,130260,2020-03,,
0604130031 GALANTAMINA 8 MG (POR CAPSULA DE LIBERACAO PROLONGADA),60.0,60,130260,2020-03,,
0604130040 GALANTAMINA 16 MG (POR CAPSULA DE LIBERACAO PROLONGADA),178.0,178,130260,2020-03,,
0604130058 GALANTAMINA 24 MG (POR CAPSULA DE LIBERACAO PROLONGADA),483.0,483,130260,2020-03,,
"0604130066 RIVASTIGMINA 1,5 MG (POR CAPSULA)",240.0,240,130260,2020-03,,
0604130082 RIVASTIGMINA 3 MG (POR CAPSULA),1470.0,1470,130260,2020-03,,
0604130120 RIVASTIGMINA 9 MG ADESIVO TRANSDERMICO,540.0,540,130260,2020-03,,
0604130139 RIVASTIGMINA 18 MG ADESIVO TRANSDERMICO,570.0,570,130260,2020-03,,
0604180012 CLOBAZAM 10 MG (POR COMPRIMIDO),160.0,160,130260,2020-03,,
0604190018 VIGABATRINA 500 MG (POR COMPRIMIDO),2130.0,2130,130260,2020-03,,
0604200013 AMANTADINA 100 MG (POR COMPRIMIDO),424.0,424,130260,2020-03,,
0604210019 ZIPRASIDONA 40 MG (POR CAPSULA),664.0,664,130260,2020-03,,
0604230010 OLANZAPINA 5 MG (POR COMPRIMIDO),2010.0,2010,130260,2020-03,,
0604230028 OLANZAPINA 10 MG (POR COMPRIMIDO),26910.0,26910,130260,2020-03,,
0604230036 QUETIAPINA 25 MG (POR COMPRIMIDO),2820.0,2820,130260,2020-03,,
0604230044 QUETIAPINA 100 MG (POR COMPRIMIDO),8295.0,8295,130260,2020-03,,
